"id","title","pirce","img","num","con"
"18","兰亭集美日式复古条纹星光砂锅 蓝色3升汤锅","￥188.00","https://cp1.douguo.com/upload/tuan/0/b/e/448_0ba62e8de9ca64cda9b0604fc1659ece.jpg","月售76","https://www.douguo.com/mall/item/38667"
"19","归田居丨山东烟蜜薯甜烤型地瓜 5斤","￥25.90","https://cp1.douguo.com/upload/tuan/1/1/7/448_11958211a6ace1c6f4a1eb6b2fcf1557.jpg","月售2719","https://www.douguo.com/mall/item/28272"
"20","喜善花房 梅干菜400g/袋","￥35.00","https://cp1.douguo.com/upload/tuan/6/9/7/448_692e1089d3299d21e142bb064d7b5317.jpg","月售214","https://www.douguo.com/mall/item/27546"
"21","【顺丰包邮】正宗赣南脐橙 现摘橙子带箱10斤 果径70-80mm","￥49.90","https://cp1.douguo.com/upload/tuan/7/a/8/448_7a1d70fa2eb047159c583a13fa935468.png","月售13","https://www.douguo.com/mall/item/39267"
"22","顶焙良品 日式面包粉 1kg","￥39.00","https://cp1.douguo.com/upload/tuan/d/8/3/448_d84f2192431330b178b12ad2890e3e93.jpg","月售5","https://www.douguo.com/mall/item/38707"
"23","【限时秒杀】乡诉 茉莉素饼 500g/盒 滇式纯手工糕点鲜花饼","￥25.00","https://cp1.douguo.com/upload/tuan/d/7/1/448_d7bc19f17e5025b39393827aaa93ed31.jpg","月售141","https://www.douguo.com/mall/item/28439"
"24","归田居丨云南天山雪莲果 带箱10斤","￥39.00","https://cp1.douguo.com/upload/tuan/7/7/8/448_7739f5cb565a801567d926b5835b9d18.jpg","月售56","https://www.douguo.com/mall/item/38933"
"25","新良 黑全麦自发粉 1kg","￥19.80","https://cp1.douguo.com/upload/tuan/b/c/a/448_bc1c223a9dc078e0665c9bd5ada2e14a.jpg","月售31","https://www.douguo.com/mall/item/39002"
"26","【顺丰包邮】正宗赣南脐橙 现摘橙子带箱10斤 果径75-85mm","￥52.90","https://cp1.douguo.com/upload/tuan/c/9/c/448_c996795d042ce61001dc6c22ed4fce4c.jpg","月售10","https://www.douguo.com/mall/item/39268"
"27","归田居 丨山东紫薯5斤 (中大果）","￥16.00","https://cp1.douguo.com/upload/tuan/c/3/d/448_c3b37029ed02f9aac37046a47a75e75d.jpg","月售183","https://www.douguo.com/mall/item/39124"
"28","沂蒙山纯正红薯粉丝3斤","￥39.00","https://cp1.douguo.com/upload/tuan/6/a/f/448_6a37d533faf7c8d00d3e346aaccecb2f.jpg","月售8","https://www.douguo.com/mall/item/37956"
"29","安特鲁七哥 手工披萨pizz饼胚8寸饼皮 160g*3片装 ","￥17.90","https://cp1.douguo.com/upload/tuan/a/e/4/448_aee8c8b3a6e72e9ddfa69c025e3c7524.jpg","月售41","https://www.douguo.com/mall/item/28540"
"30","新疆特产果仁大列巴果仁丰富奶香浓郁-无糖黑麦700g","￥29.90","https://cp1.douguo.com/upload/tuan/f/4/8/448_f439ef08be0f9d8b42c92b30fdca5908.jpg","月售23","https://www.douguo.com/mall/item/39369"
"31","阿呆马 巴西幸运女神挂耳咖啡20袋实惠装","￥89.00","https://cp1.douguo.com/upload/tuan/e/a/b/448_ea2aa7ed4650c0920139376765801d3b.png","月售28","https://www.douguo.com/mall/item/38652"
"32","【顺丰包邮】正宗赣南脐橙 现摘橙子带箱5斤 果径70-80mm","￥25.90","https://cp1.douguo.com/upload/tuan/9/7/f/448_9762551000273de3d6ef529da51b8c7f.jpg","月售41","https://www.douguo.com/mall/item/39265"
"33","【限时秒杀】】东北特产亚沟粘豆包黏玉米手工制作625gX2包","￥22.90","https://cp1.douguo.com/upload/tuan/2/5/9/448_2591830d98ecff7b62c0e0bc10fe0869.jpg","月售28","https://www.douguo.com/mall/item/35992"
"34","归田居丨新疆金丝板栗南瓜 5斤","￥25.90","https://cp1.douguo.com/upload/tuan/4/d/1/448_4dc1a2cfea280078f2ec76c75aa726f1.jpg","月售1694","https://www.douguo.com/mall/item/28320"
"35","【限量50份】归田居 | 超厚盐渍野生海带头5斤","￥19.80","https://cp1.douguo.com/upload/tuan/5/a/3/448_5afc91c04cb2a5f67adc095f4f71b423.jpg","月售1643","https://www.douguo.com/mall/item/27399"
"36","归田居 丨 新鲜玉米笋 5斤","￥25.50","https://cp1.douguo.com/upload/tuan/b/6/a/448_b6c8e04ff8f48167097a852dba31ac7a.jpg","月售202","https://www.douguo.com/mall/item/33516"
"37","【顺丰包邮】正宗赣南脐橙 现摘橙子带箱5斤 果径60-70mm","￥24.90","https://cp1.douguo.com/upload/tuan/b/b/2/448_bb3d55f68076702851b3ea74f1650a82.jpg","月售17","https://www.douguo.com/mall/item/39264"
"38","新良 全麦面包粉 500g*5袋  送酵母*1","￥32.50","https://cp1.douguo.com/upload/tuan/6/a/f/448_6a8a78f0b72bad4e3387ca1315e1710f.jpg","月售1343","https://www.douguo.com/mall/item/4068"
"39","易小焙 雪媚娘预拌粉 200g","￥11.80","https://cp1.douguo.com/upload/tuan/4/a/a/448_4ab3fa137077fab716c63dec2e715c9a.jpg","月售251","https://www.douguo.com/mall/item/23875"
"40","【限时秒杀】非转基因香糯黑玉米 220g*10根 富含花青素  包邮","￥37.90","https://cp1.douguo.com/upload/tuan/5/a/c/448_5a5966cd6bb1165fdb7e4478bc06c6fc.jpg","月售610","https://www.douguo.com/mall/item/37563"
"41","【买一送一】农家 三黄鸡 土鸡童子鸡嫩鸡 800g/只顺丰包邮","￥56.90","https://cp1.douguo.com/upload/tuan/a/6/4/448_a68be0afb39c5778a2a08cbea629e0b4.jpg","月售13","https://www.douguo.com/mall/item/38886"
"42","百钻 马苏里拉奶酪芝士碎 披萨焗饭拉丝干酪奶油 450克","￥24.80","https://cp1.douguo.com/upload/tuan/7/5/b/448_75cb800a93b6a5f0221c80ae371ce73b.jpg","月售218","https://www.douguo.com/mall/item/27168"
"43","【买一送一】农家乌骨鸡 800g/只 顺丰包邮","￥69.90","https://cp1.douguo.com/upload/tuan/2/c/0/448_2cc788a95028f8c59a8fe722ba44ccf0.jpg","月售22","https://www.douguo.com/mall/item/38888"
"44","网红酸辣柠檬无骨凤爪200g*2盒 /微辣","￥29.00","https://cp1.douguo.com/upload/tuan/8/7/3/448_87e21ea7255f44bdade72c2a9e83f113.jpg","月售1489","https://www.douguo.com/mall/item/38834"
"45","Joyclad乔克莱德 高硼硅玻璃油壶300ml 红色","￥29.00","https://cp1.douguo.com/upload/tuan/f/e/f/448_fe2b6076ca242ba11ff8b24c6ed1bc6f.jpg","月售564","https://www.douguo.com/mall/item/28411"
"46","新良 肠粉预拌粉 260g","￥9.90","https://cp1.douguo.com/upload/tuan/f/1/6/448_f1ab9a120c3e8babc8e0f39409f70796.jpg","月售133","https://www.douguo.com/mall/item/24263"
"47","【两件减10元】易小焙 雪莓娘皮225g*2袋【送纸杯托】","￥18.50","https://cp1.douguo.com/upload/tuan/3/d/c/448_3dac9040652df06f6e8fa7c6acb3684c.jpg","月售120","https://www.douguo.com/mall/item/38734"
"48","【双12限时购】陕西徐香猕猴桃 5斤装20枚大果","￥29.90","https://cp1.douguo.com/upload/tuan/f/d/9/448_fd212e2dfa1e035d8f648cd317436639.jpg","月售71","https://www.douguo.com/mall/item/39116"
"49","初蕴 精选山西优质白藜麦400g ","￥39.80","https://cp1.douguo.com/upload/tuan/5/f/a/448_5f337a82fe5a6b553838eea5d72939ba.jpg","月售855","https://www.douguo.com/mall/item/26236"
"50","广西北部湾烤海鸭蛋 50g*20枚 包邮","￥29.90","https://cp1.douguo.com/upload/tuan/e/6/1/448_e681e262c35817b39ef4f19b1d6674c1.jpg","月售91","https://www.douguo.com/mall/item/38639"
"51","归田居 丨 山东烟薯蜜甜烤型地瓜 3斤","￥18.90","https://cp1.douguo.com/upload/tuan/f/5/5/448_f5a5a055bf3ba35639657326ed074215.jpg","月售945","https://www.douguo.com/mall/item/36858"
"52","归田居  爱媛38号果冻橙4.8-5斤（9~12个）","￥36.80","https://cp1.douguo.com/upload/tuan/6/8/d/448_6800de89c62a092a929ceeff9f892c6d.jpg","月售822","https://www.douguo.com/mall/item/28329"
"53","云娘食记 泰式冬阴功汤3个人5次量","￥89.00","https://cp1.douguo.com/upload/tuan/4/6/c/448_4600e33879734834ff537604355946dc.jpg","月售170","https://www.douguo.com/mall/item/28567"
"54","归田居 丨 三色藜麦 450g","￥29.90","https://cp1.douguo.com/upload/tuan/0/c/3/448_0c08398ad06c6c84e0fa6307802b1303.jpg","月售319","https://www.douguo.com/mall/item/28317"
"55","【顺丰包邮】正宗赣南脐橙 现摘橙子带箱5斤 果径75-85mm","￥32.90","https://cp1.douguo.com/upload/tuan/0/a/0/448_0a3f4f497bdd77be30f85c692ff272f0.jpg","月售9","https://www.douguo.com/mall/item/39266"
"56","【限时活动】采云槡 明前笋干 250g","￥36.80","https://cp1.douguo.com/upload/tuan/5/0/e/448_50c540f392f855b97a9861243e12715e.jpg","月售231","https://www.douguo.com/mall/item/33670"
"57","【第二件半价】归田居丨手工自制头层腐竹 2斤","￥35.00","https://cp1.douguo.com/upload/tuan/6/9/9/448_6970e92399daa86e4c4cb36881f4ddc9.jpg","月售3690","https://www.douguo.com/mall/item/28655"
"58","【限时秒杀】东北粘豆包亚沟大黄米黏豆包625g*2","￥22.90","https://cp1.douguo.com/upload/tuan/e/9/7/448_e91b86f90392f3c4c39af1a3918d5d47.jpg","月售45","https://www.douguo.com/mall/item/28890"
"59","【限时优惠】树可 燃气灶锅架铸铁煤气灶支架 2个装 ","￥28.00","https://cp1.douguo.com/upload/tuan/5/6/6/448_560f4f04a392ef0209d69c293e634b46.jpg","月售85","https://www.douguo.com/mall/item/33923"
"60","【买就送一斤】归田居丨手工红薯粉条 3斤","￥25.00","https://cp1.douguo.com/upload/tuan/2/8/b/448_2829c35c3dbdddd3b48ae3ae3ae5bf3b.jpg","月售1201","https://www.douguo.com/mall/item/27285"
"61","新良 馒头自发粉1kg","￥10.80","https://cp1.douguo.com/upload/tuan/c/5/7/448_c59b0bf14712099f2fb98708a55fb2c7.jpg","月售138","https://www.douguo.com/mall/item/25163"
"62","雀巢全脂调制奶粉制做雪花酥牛轧糖材料500g烘培原料","￥36.80","https://cp1.douguo.com/upload/tuan/c/c/4/448_cc188f4d2ed1daaae3c67f0614a10f44.jpg","月售48","https://www.douguo.com/mall/item/28608"
"63","山海农人 珍珠菇 180g*2","￥59.00","https://cp1.douguo.com/upload/tuan/3/6/1/448_36d53cb53f8c404ff7b37e0dd9c59421.jpg","月售215","https://www.douguo.com/mall/item/28409"
"64","台诚 香肠黑胡椒味 250g*3","￥69.00","https://cp1.douguo.com/upload/tuan/8/f/5/448_8f0fda28aa7efd923690be793c23dc75.jpg","月售306","https://www.douguo.com/mall/item/24902"
"65","百钻红小豆蜜蜜豆 500g 赤豆元宵材料熟红豆沙甜品","￥15.80","https://cp1.douguo.com/upload/tuan/f/e/e/448_fe61dbf6977c37322e0166a4cf069aee.jpg","月售47","https://www.douguo.com/mall/item/23391"
"66","初蕴 黑小米400g 谷中黑营养","￥16.80","https://cp1.douguo.com/upload/tuan/5/e/a/448_5e0f34fa48027c5d99c725b1c6350bfa.jpg","月售1375","https://www.douguo.com/mall/item/26294"
"67","烤冷面600g*2袋 东北小吃自带2包冷面酱","￥19.90","https://cp1.douguo.com/upload/tuan/9/7/a/448_9722bc95aa8cbeab1d2d568cf6b81bda.jpg","月售416","https://www.douguo.com/mall/item/37352"
"68"," 归田居 陕北米脂小米3斤","￥29.00","https://cp1.douguo.com/upload/tuan/6/b/0/448_6b2351680c326c435328e8182fd471a0.jpg","月售3254","https://www.douguo.com/mall/item/25734"
"69","初蕴 金粥米380g  精选黄小米苦荞米搭配  粥色金黄","￥19.90","https://cp1.douguo.com/upload/tuan/1/2/0/448_12a54355966b9966e386dd8a422cee50.jpg","月售342","https://www.douguo.com/mall/item/26291"
"70","【买2件减8元】喜食攻略 夹江腐乳香辣味700g*1坛【顺丰包邮】","￥35.00","https://cp1.douguo.com/upload/tuan/5/7/b/448_5712d0a2ba16337b3390d4d21c0c141b.jpg","月售234","https://www.douguo.com/mall/item/37744"
"71","【限量30份】采云槡 明前笋干 250g*2","￥70.00","https://cp1.douguo.com/upload/tuan/c/a/d/448_ca05e0dfd04327d91405d98ba7a44e9d.jpg","月售741","https://www.douguo.com/mall/item/34439"
"72","预售 书鲜 富平柿饼5斤至尊精品伴手礼盒装","￥168.00","https://cp1.douguo.com/upload/tuan/b/2/1/448_b295c10cadde21760a0fa7cb62c19811.jpg","月售111","https://www.douguo.com/mall/item/37083"
"73","归田居丨 陕北二宝组合 2斤米脂小米/1斤特级狗头大枣","￥42.00","https://cp1.douguo.com/upload/tuan/7/e/7/448_7e7d4d0095fd57d8c522e517c00cd227.jpg","月售14","https://www.douguo.com/mall/item/28657"
"74","暖男厨房 潮汕手工牛肉丸500g","￥69.00","https://cp1.douguo.com/upload/tuan/9/a/0/448_9a07fcfe4e3e80638c88ba0165b02290.jpg","月售208","https://www.douguo.com/mall/item/26766"
"75","暖男厨房 潮汕手工牛筋丸125g 火锅烧烤麻辣烫送礼必备","￥19.00","https://cp1.douguo.com/upload/tuan/4/f/1/448_4f8e3a078ca4c0374699f6d4b2a99f11.jpg","月售30","https://www.douguo.com/mall/item/38571"
"76","舒可曼 玉米色拉油 200mL","￥14.80","https://cp1.douguo.com/upload/tuan/d/e/0/448_de211ef3e22c69e9f659cceb21c31140.jpg","月售1","https://www.douguo.com/mall/item/39166"
"77","【限时秒杀】东北特色粘豆包糯米粘豆包625g*2袋","￥22.90","https://cp1.douguo.com/upload/tuan/2/1/9/448_21ba26bdbbbfab10957158158cc3fa09.jpg","月售9","https://www.douguo.com/mall/item/28891"
"78","归田居 丨 阿根廷奶油南瓜 5斤","￥36.00","https://cp1.douguo.com/upload/tuan/e/3/4/448_e39ccea0a9acbe0a81df9ac5eff07dd4.png","月售39","https://www.douguo.com/mall/item/28283"
"79","百菲酪 水牛奶纯牛奶200ml*10盒","￥49.90","https://cp1.douguo.com/upload/tuan/8/5/e/448_85cb8b9629f4dceedb16e6870fa10ece.jpg","月售4044","https://www.douguo.com/mall/item/33157"
"80","新疆特产果仁大列巴果仁丰富奶香浓郁-蔓越莓700g","￥29.90","https://cp1.douguo.com/upload/tuan/d/f/f/448_df8e1bbf7e76e1bd148ab005d2b4291f.jpg","月售10","https://www.douguo.com/mall/item/39370"
"81","【限时秒杀】东北特产农家粘豆包625g*2（大黄米+糯米）","￥22.90","https://cp1.douguo.com/upload/tuan/2/e/d/448_2ec345f002d94124a2c2b2f690cd352d.jpg","月售10","https://www.douguo.com/mall/item/35994"
"82","安佳黄油454g进口动物食用奶油黄油块 家用烘焙雪花酥","￥49.80","https://cp1.douguo.com/upload/tuan/0/1/d/448_0124e243cea30ccef5ff1d1c93e9415d.jpg","月售205","https://www.douguo.com/mall/item/33103"
"83","乡诉 白茶茶膏50g/罐 固体速溶茶","￥79.00","https://cp1.douguo.com/upload/tuan/7/3/b/448_73d477d60a2e1a60be234c5a7de8498b.jpg","月售28","https://www.douguo.com/mall/item/36553"
"84","初蕴 金粥米380g+黑小米400g组合装","￥35.90","https://cp1.douguo.com/upload/tuan/9/6/4/448_96b8eb1f28e8a842de0829f37becc2e4.jpg","月售74","https://www.douguo.com/mall/item/35120"
"85","树可 6只装日式和风家用米饭碗陶瓷碗礼盒 6件套","￥59.00","https://cp1.douguo.com/upload/tuan/b/3/7/448_b396590174e5e2e9d7a0075e133fc8a7.jpg","月售784","https://www.douguo.com/mall/item/33848"
"86","【超前预售】书鲜|玫瑰火晶蜜柿42枚装 小柿子雷佳音同款","￥89.00","https://cp1.douguo.com/upload/tuan/9/b/7/448_9ba5f6f2cf6500c4a8785efb4a6c9b27.jpg","月售174","https://www.douguo.com/mall/item/39063"
"87","预售 书鲜 富平特级精品柿饼3斤装","￥118.00","https://cp1.douguo.com/upload/tuan/8/2/7/448_82a4ab1377767708a8e332e741aaeb77.jpg","月售6","https://www.douguo.com/mall/item/37689"
"88","【限时秒杀】匠小味 冬菇瑶柱腊肠 500g","￥65.00","https://cp1.douguo.com/upload/tuan/5/9/b/448_597370640d26b27981c40fe75429819b.jpg","月售272","https://www.douguo.com/mall/item/33687"
"89","COOK100 牛排套餐 腌料20g*3+酱料30g*10 组合装","￥32.00","https://cp1.douguo.com/upload/tuan/e/b/7/448_ebeef8ddaef97716aceb474b27d9c287.jpg","月售14","https://www.douguo.com/mall/item/26817"
"90","【限时折扣】没想稻 五常稻花香大米5斤礼盒","￥42.00","https://cp1.douguo.com/upload/tuan/3/0/b/448_30143376ef09af1149c4d87f622bcedb.jpg","月售10","https://www.douguo.com/mall/item/26192"
"91","初蕴 精选优质黄小米400g*3","￥35.80","https://cp1.douguo.com/upload/tuan/7/f/5/448_7f97d56f4e82ea61b8f5a4081678e665.jpg","月售98","https://www.douguo.com/mall/item/26237"
"92","【限时秒杀】兰亭集美 马克杯带盖勺粉红色 400ML 一个装","￥35.00","https://cp1.douguo.com/upload/tuan/2/a/4/448_2a8dabd6ceec26dbaecd29e244258e84.jpg","月售165","https://www.douguo.com/mall/item/26071"
"93","天天罐养| 出口级对开黄桃罐头425g*5罐 安全零防腐","￥34.90","https://cp1.douguo.com/upload/tuan/2/f/1/448_2fdac352d1086d96b2199c9fa07e0ce1.jpg","月售1157","https://www.douguo.com/mall/item/26202"
"94","右玉亚麻籽油500ml","￥69.00","https://cp1.douguo.com/upload/tuan/5/2/5/448_52ed2d4a80361b196033edb7b164eb55.jpg","月售1","https://www.douguo.com/mall/item/37976"
"95","归田居 丨 云南石林人参果 5斤（大果，18-25个）","￥45.00","https://cp1.douguo.com/upload/tuan/e/e/c/448_eec1cfb22327eb1252b281c81a085f4c.jpg","月售547","https://www.douguo.com/mall/item/36656"
"96","Joyclad乔克莱德 麦饭石平底锅煎锅24cm 2.7L","￥129.00","https://cp1.douguo.com/upload/tuan/8/0/2/448_8059aeed2ef2465f1098675dca30b732.jpg","月售217","https://www.douguo.com/mall/item/34352"
"97","初蕴 精选优质黄豆360g*3","￥33.80","https://cp1.douguo.com/upload/tuan/3/e/5/448_3e1eeb5027ff4935ff602fb12fbc77f5.jpg","月售16","https://www.douguo.com/mall/item/26302"
"98","【买2份减5元】靓禾良仓 东北三色糙米 400g*5袋 共4斤","￥29.90","https://cp1.douguo.com/upload/tuan/4/5/2/448_45449b91725ae421c19db82185df46f2.jpg","月售5013","https://www.douguo.com/mall/item/27093"
"99","归田居 丨 山楂优块 （128g清新简洁包装*4袋    ）","￥36.00","https://cp1.douguo.com/upload/tuan/e/a/f/448_ead769cb06546935376b1fd993f6cc5f.jpg","月售732","https://www.douguo.com/mall/item/33023"
"100","山海农人 墨鱼干 250g","￥78.00","https://cp1.douguo.com/upload/tuan/e/2/6/448_e2f4cccc45a2a940321c86be115b4106.jpg","月售20","https://www.douguo.com/mall/item/28614"
"101","【限量100份】乡诉普洱茶膏（熟茶）50g/罐 茶固体速溶茶","￥65.00","https://cp1.douguo.com/upload/tuan/d/8/5/448_d86315895a659018c94d9a20e751d5d5.jpg","月售491","https://www.douguo.com/mall/item/28308"
"102","疆萌主 新疆网红炒米粉250g*3","￥33.00","https://cp1.douguo.com/upload/tuan/2/4/0/448_240662ceeafc2242134678fc835cef60.png","月售2","https://www.douguo.com/mall/item/39252"
"103","百钻发酵黄油面包牛轧糖雪花酥原料","￥43.80","https://cp1.douguo.com/upload/tuan/5/f/e/448_5f02b92c7aea0a2e18b567d2059914ae.png","月售54","https://www.douguo.com/mall/item/33473"
"104","【顺丰包邮】朴誉 混合4种口味芋圆500g*2包","￥56.00","https://cp1.douguo.com/upload/tuan/a/7/0/448_a7aa7d09d0e3def93b28bfead20e68f0.jpg","月售296","https://www.douguo.com/mall/item/26600"
"105","新良 玉米淀粉 1kg","￥13.80","https://cp1.douguo.com/upload/tuan/6/4/6/448_64e9fc08c49c0d4286f7573f2d6a2046.jpg","月售176","https://www.douguo.com/mall/item/31546"
"106","百钻棉花糖牛轧糖自制雪花酥烘焙原料5袋","￥38.90","https://cp1.douguo.com/upload/tuan/0/6/1/448_06fad6b4c4ef11c24f1f4ce9888682a1.jpg","月售122","https://www.douguo.com/mall/item/28609"
"107","安特鲁七哥葡式蛋挞半成品套装蛋挞皮45个+挞液500ml*3盒","￥45.90","https://cp1.douguo.com/upload/tuan/3/b/4/448_3ba95e966619825fd913cbb400158574.jpg","月售97","https://www.douguo.com/mall/item/27105"
"108","山海农人 渤海湾虾米 250g","￥48.00","https://cp1.douguo.com/upload/tuan/4/0/1/448_400563d19d1790a2ad8ea158feebede1.jpg","月售508","https://www.douguo.com/mall/item/28418"
"109","【限时秒杀】广西特产烤海鸭初生蛋 咸鸭蛋10枚装 50g/枚","￥16.90","https://cp1.douguo.com/upload/tuan/2/5/3/448_253357091e0c6801a1b9cc0dec4780c3.jpg","月售264","https://www.douguo.com/mall/item/37549"
"110","兰亭集美 新中式彩色砂锅汤锅滋养锅 3L","￥197.00","https://cp1.douguo.com/upload/tuan/a/a/a/448_aa91fa93b354f855ffe213a9d1da570a.jpg","月售21","https://www.douguo.com/mall/item/20651"
"111","安特鲁七哥 葡式蛋挞液蛋挞奶油（500g*3盒）","￥46.80","https://cp1.douguo.com/upload/tuan/e/2/d/448_e23235ea615844c14466d4962fb80e2d.jpg","月售22","https://www.douguo.com/mall/item/27106"
"112","乡诉 糯香茶化石105g/盒 普洱茶熟茶小罐装","￥65.00","https://cp1.douguo.com/upload/tuan/b/1/b/448_b16e5775f905465d90ce57b40a6b468b.jpg","月售228","https://www.douguo.com/mall/item/32995"
"113","归田居丨 多瓣黑蒜 200g","￥36.00","https://cp1.douguo.com/upload/tuan/c/b/b/448_cb960a8537f910b6d0e6e65079fd331b.jpg","月售42","https://www.douguo.com/mall/item/33136"
"114","饭爷 牛油火锅底料 400g*2盒","￥49.00","https://cp1.douguo.com/upload/tuan/3/e/3/448_3e9409fd097c61ff5e8754d38092d6d3.jpg","月售352","https://www.douguo.com/mall/item/25535"
"115","真空即食甜玉米200g*8支 水果玉米","￥32.90","https://cp1.douguo.com/upload/tuan/b/0/4/448_b05a6bf830b2f96611a0399809a32ca4.jpg","月售6","https://www.douguo.com/mall/item/39418"
"116","【顺丰包邮】朴誉 混合口味小芋圆","￥28.00","https://cp1.douguo.com/upload/tuan/3/e/4/448_3e9db2b0d9b0f6a307f1ad06493f68a4.jpg","月售53","https://www.douguo.com/mall/item/35063"
"117","喜善花房 彩色豆浆250g/盒","￥39.90","https://cp1.douguo.com/upload/tuan/a/d/e/448_ad00c830e399a980f4d08ce04f888b2e.jpg","月售12","https://www.douguo.com/mall/item/38296"
"118","饭岛良品 线条系列大盖碗","￥42.00","https://cp1.douguo.com/upload/tuan/f/0/0/448_f0c2de6d1f1678242df509858803dc10.jpg","月售4","https://www.douguo.com/mall/item/38742"
"119","漳州红美人香蕉3斤","￥29.00","https://cp1.douguo.com/upload/tuan/2/7/9/448_27e761f70d2443e3f918e655887d0709.jpg","月售12","https://www.douguo.com/mall/item/38413"
"120","饭岛良品 线条系列酱油壶","￥16.00","https://cp1.douguo.com/upload/tuan/2/9/8/448_29b20104fea44311dbea93aabe156228.jpg","月售4","https://www.douguo.com/mall/item/38744"
"121","山海农人 哈尔滨红肠750g","￥115.00","https://cp1.douguo.com/upload/tuan/d/0/b/448_d06f836ec591f426988a1c3d6a0aa45b.jpg","月售15","https://www.douguo.com/mall/item/38809"
"122","【买一送一】 袁蒙 海水稻大米10斤【10月新米】","￥129.90","https://cp1.douguo.com/upload/tuan/7/d/f/448_7dcb495824321c47de916de439f4530f.jpg","月售234","https://www.douguo.com/mall/item/38172"
"123","北纯 东北五常稻花香大米5斤 2020最新加工（非真空包装）","￥29.90","https://cp1.douguo.com/upload/tuan/9/3/a/448_93cad0e0dfa5876bb35aa7be96b2218a.jpg","月售510","https://www.douguo.com/mall/item/34844"
